Image,PSNR,SSIM,lpips,MOS
subject_142_simp_rate_0.05,30.93201162,0.999999524,0.099548019,36.80272109
subject_142_simp_rate_0.1,33.46308355,0.999999811,0.074143261,57.84580499
subject_142_simp_rate_0.2,35.78904715,0.999999992,0.047413457,68.86621315
subject_142_simp_rate_0.4,37.7658777,0.999999987,0.027473237,70.81632653
subject_142_sub_rate_16,33.53476945,0.999981109,0.055048835,29.47845805
subject_142_sub_rate_2,44.23368509,0.999999953,0.01718412,78.04988662
subject_142_sub_rate_4,40.43026207,0.999999261,0.033844516,65.17006803
subject_142_sub_rate_8,36.82932635,0.999995569,0.04716979,49.68253968
subject_146_cn_sigma_20,31.44020836,0.999980974,0.205216035,64.6031746
subject_146_cn_sigma_40,25.87452658,0.999893666,0.378726423,41.24716553
subject_146_cn_sigma_60,22.75638099,0.999742323,0.470901906,29.47845805
subject_146_cn_sigma_80,20.60375535,0.99953776,0.528877914,31.2244898
subject_146_gn_sigma_0.05,28.83869131,0.999999694,0.160838366,42.63038549
subject_146_gn_sigma_0.1,24.69381762,0.999997771,0.233766198,32.81179138
subject_146_gn_sigma_0.15,22.11169524,0.999995463,0.272518754,24.64852608
subject_146_gn_sigma_0.2,20.37238965,0.999991035,0.295839965,12.97052154
subject_146_jpeg_q_10,35.39809998,0.999998546,0.106939219,47.55102041
subject_146_jpeg_q_15,37.58327887,0.99999985,0.073960207,63.76417234
subject_146_jpeg_q_20,39.16442766,0.999999844,0.051369101,61.72335601
subject_146_jpeg_q_3,26.34187334,0.999969757,0.233669192,10.83900227
subject_146_qp_level_6,14.71187707,0.996487672,0.400962174,7.324263039
subject_146_qp_level_7,16.71712939,0.99843447,0.348832875,4.353741497
subject_146_qp_level_8,18.99730313,0.999905603,0.294588089,12.13151927
subject_146_qp_level_9,22.24580843,0.999998649,0.262654573,20.38548753
subject_146_qt_level_10,30.49892381,0.99999989,0.122968413,58.11791383
subject_146_qt_level_7,25.20125473,0.99999809,0.194371372,26.32653061
subject_146_qt_level_8,27.66560034,0.999999911,0.162317291,39.20634921
subject_146_qt_level_9,29.53571913,0.999999435,0.137494817,47.36961451
subject_146_simp_rate_0.05,31.14472925,0.999999907,0.101543993,38.00453515
subject_146_simp_rate_0.1,33.07679119,0.999999779,0.071577117,62.10884354
subject_146_simp_rate_0.2,34.71334603,0.999999961,0.047556084,74.98866213
subject_146_simp_rate_0.4,37.71491113,0.999999965,0.02779625,82.85714286
subject_146_sub_rate_16,30.73301536,0.999971589,0.112910546,36.89342404
subject_146_sub_rate_2,41.11181493,0.999999626,0.037469838,76.28117914
subject_146_sub_rate_4,36.9379538,0.999997945,0.079984136,69.97732426
subject_146_sub_rate_8,33.75151643,0.999990276,0.100020118,52.65306122
subject_151_cn_sigma_20,34.05524119,0.999968749,0.120578848,78.41269841
subject_151_cn_sigma_40,28.39030753,0.999768519,0.226019174,61.72335601
subject_151_cn_sigma_60,25.08826772,0.999311967,0.295807481,48.20861678
subject_151_cn_sigma_80,22.83076019,0.998598817,0.341166496,38.18594104
subject_151_gn_sigma_0.05,34.36205969,0.999999985,0.035072777,52.92517007
subject_151_gn_sigma_0.1,31.06716958,0.999999635,0.082563944,49.68253968
subject_151_gn_sigma_0.15,28.62930782,0.999998041,0.116225146,39.77324263
subject_151_gn_sigma_0.2,26.58238754,0.999995434,0.136775106,21.31519274
subject_151_jpeg_q_10,38.02982951,0.999998467,0.056684028,42.63038549
subject_151_jpeg_q_15,40.24394429,0.999998831,0.034878712,53.94557823
subject_151_jpeg_q_20,41.77416155,0.999999416,0.025251701,83.42403628
subject_151_jpeg_q_3,29.99834608,0.999899528,0.129992798,22.06349206
subject_151_qp_level_6,18.01225918,0.998172585,0.253589034,11.49659864
subject_151_qp_level_7,20.04684234,0.99958479,0.217634916,7.777777778
subject_151_qp_level_8,23.74656741,0.999982724,0.174858823,10.83900227
subject_151_qp_level_9,27.93519981,0.999998792,0.122466348,30.58956916
subject_151_qt_level_10,34.61201233,0.99999999,0.026790326,70.99773243
subject_151_qt_level_7,29.81507413,0.999999622,0.086766101,28.63945578
subject_151_qt_level_8,32.13065276,0.999999978,0.053006999,49.86394558
subject_151_qt_level_9,33.78170166,0.99999994,0.03362738,49.59183673
subject_151_simp_rate_0.05,30.11505954,0.999999685,0.07151521,25.2154195
subject_151_simp_rate_0.1,32.33103792,0.999999926,0.04894441,37.07482993
subject_151_simp_rate_0.2,34.41725696,0.999999936,0.033614833,51.63265306
subject_151_simp_rate_0.4,36.33387008,0.999999992,0.019728906,55.98639456
subject_151_sub_rate_16,35.75118433,0.99999194,0.054342832,53.21995465
subject_151_sub_rate_2,44.8222363,0.999999962,0.019157762,60.06802721
subject_151_sub_rate_4,41.67748684,0.999999845,0.038521755,71.83673469
subject_151_sub_rate_8,38.94474412,0.999998641,0.048332177,78.59410431
subject_155_cn_sigma_20,31.79956406,0.999999944,0.229394183,64.24036281
subject_155_cn_sigma_40,26.29244656,0.999998075,0.399791092,50.6122449
subject_155_cn_sigma_60,23.14988373,0.999986455,0.496770591,39.11564626
subject_155_cn_sigma_80,21.04558386,0.999946913,0.552741349,33.83219955
subject_155_gn_sigma_0.05,29.49670703,0.999999428,0.178540766,53.94557823
subject_155_gn_sigma_0.1,24.8887076,0.999990064,0.254228383,24.46712018
subject_155_gn_sigma_0.15,22.26036116,0.999968776,0.292139322,22.60770975
subject_155_gn_sigma_0.2,20.23737225,0.999952738,0.3155635,15.10204082
subject_155_jpeg_q_10,36.05855731,0.999999827,0.099940471,68.48072562
subject_155_jpeg_q_15,38.33973454,0.999999904,0.069134906,60.99773243
subject_155_jpeg_q_20,39.95847534,0.999999832,0.051740684,66.19047619
subject_155_jpeg_q_3,26.21467143,0.999902768,0.225322574,11.85941043
subject_155_qp_level_6,14.88357009,0.98985629,0.399865866,15.01133787
subject_155_qp_level_7,16.45145381,0.995913919,0.36439845,14.08163265
subject_155_qp_level_8,19.00697745,0.999713945,0.321043462,7.68707483
subject_155_qp_level_9,22.56429734,0.999989103,0.283320367,20.20408163
subject_155_qt_level_10,31.61445515,0.999999893,0.124453142,55.98639456
subject_155_qt_level_7,27.41308287,0.999999975,0.179005355,28.73015873
subject_155_qt_level_8,29.47317506,0.999999907,0.154648319,33.7414966
subject_155_qt_level_9,30.74412774,0.999999914,0.135695055,45.69160998
subject_155_simp_rate_0.05,30.16799879,0.999999444,0.132431462,37.07482993
subject_155_simp_rate_0.1,32.08252207,0.99999976,0.103340887,41.24716553
subject_155_simp_rate_0.2,33.87842387,0.999999969,0.0692963,55.05668934
subject_155_simp_rate_0.4,36.4660513,0.999999973,0.038921386,59.88662132
subject_155_sub_rate_16,32.49062844,0.999985966,0.088000037,37.25623583
subject_155_sub_rate_2,42.32478314,0.99999987,0.035749774,74.98866213
subject_155_sub_rate_4,38.49124551,0.999999213,0.06484592,61.17913832
subject_155_sub_rate_8,35.3615341,0.999995445,0.07911659,42.35827664
subject_163_cn_sigma_20,32.00648691,0.999999421,0.188803449,66.19047619
subject_163_cn_sigma_40,26.42632561,0.999997599,0.351879567,44.58049887
subject_163_cn_sigma_60,23.28630819,0.999992548,0.440962315,40.97505669
subject_163_cn_sigma_80,21.18981109,0.999973013,0.493959546,27.89115646
subject_163_gn_sigma_0.05,28.83249753,0.999999291,0.155668527,37.43764172
subject_163_gn_sigma_0.1,24.4739975,0.999996428,0.227761656,31.51927438
subject_163_gn_sigma_0.15,21.72027766,0.99999491,0.264372349,25.30612245
subject_163_gn_sigma_0.2,20.56512622,0.999997408,0.285018563,21.2244898
subject_163_jpeg_q_10,36.07368454,0.999999961,0.089918874,53.94557823
subject_163_jpeg_q_15,38.363551,0.999999777,0.058047704,40.31746032
subject_163_jpeg_q_20,39.87775165,0.999999755,0.040719092,77.3015873
subject_163_jpeg_q_3,26.52608071,0.999940504,0.20206134,10.56689342
subject_163_qp_level_6,14.9871037,0.991818156,0.373578191,5.37414966
subject_163_qp_level_7,16.49803576,0.99616438,0.336950183,8.707482993
subject_163_qp_level_8,18.91740217,0.999696325,0.288749158,10.74829932
subject_163_qp_level_9,22.27359226,0.999996864,0.256258786,11.85941043
subject_163_qt_level_10,31.02821479,0.999999705,0.12060003,57.93650794
subject_163_qt_level_7,27.54771966,0.999995463,0.166672543,27.61904762
subject_163_qt_level_8,29.22380973,0.999998741,0.145610362,40.22675737
subject_163_qt_level_9,30.32300468,0.99999923,0.129150704,49.31972789
subject_163_simp_rate_0.05,30.8778085,0.999999998,0.113003865,37.25623583
subject_163_simp_rate_0.1,32.72279048,1,0.086870775,47.64172336
subject_163_simp_rate_0.2,34.29365214,0.999999974,0.058190949,72.76643991
subject_163_simp_rate_0.4,36.69655187,0.999999996,0.032695577,57.18820862
subject_163_sub_rate_16,33.12050108,0.999987212,0.085957259,38.18594104
subject_163_sub_rate_2,41.98613845,0.999999861,0.030445395,72.01814059
subject_163_sub_rate_4,38.28634075,0.999998933,0.060761396,61.83673469
subject_163_sub_rate_8,35.54011074,0.999995292,0.077642143,41.24716553
subject_166_cn_sigma_20,32.1796773,0.999999774,0.16710715,52.83446712
subject_166_cn_sigma_40,26.58403016,0.999994917,0.307128698,39.95464853
subject_166_cn_sigma_60,23.4766943,0.99994089,0.392250568,36.89342404
subject_166_cn_sigma_80,21.47117153,0.999774228,0.443930835,32.81179138
subject_166_gn_sigma_0.05,31.64472234,0.99999984,0.061540339,50.70294785
subject_166_gn_sigma_0.1,28.49292348,0.999999402,0.115828887,24.55782313
subject_166_gn_sigma_0.15,25.98848053,0.999997269,0.158404708,24.37641723
subject_166_gn_sigma_0.2,24.41094571,0.99999371,0.187829554,27.25623583
subject_166_jpeg_q_10,35.18659356,0.999999939,0.106879972,45.23809524
subject_166_jpeg_q_15,37.18710066,0.999999271,0.078962177,57.27891156
subject_166_jpeg_q_20,38.55874512,0.999999597,0.063633084,60.15873016
subject_166_jpeg_q_3,27.53186235,0.999956218,0.187673226,23.35600907
subject_166_qp_level_6,17.19752703,0.99705063,0.325261623,7.68707483
subject_166_qp_level_7,19.45330192,0.99949039,0.275996059,3.151927438
subject_166_qp_level_8,22.75808712,0.999985865,0.22299163,6.575963719
subject_166_qp_level_9,27.02430887,0.999999221,0.154042631,17.14285714
subject_166_qt_level_10,32.61622782,0.999999992,0.042619999,48.84353741
subject_166_qt_level_7,27.05237144,0.999999494,0.144902229,31.70068027
subject_166_qt_level_8,29.00273646,0.999999755,0.091302477,46.80272109
subject_166_qt_level_9,30.66300488,0.999999896,0.05894893,51.81405896
subject_166_simp_rate_0.05,26.49714119,0.999999637,0.109142624,37.16553288
subject_166_simp_rate_0.1,30.10914374,0.999999958,0.08480145,39.20634921
subject_166_simp_rate_0.2,32.5189366,0.999999952,0.063020706,41.24716553
subject_166_simp_rate_0.4,34.86170408,0.99999997,0.041270282,54.87528345
subject_166_sub_rate_16,30.7684228,0.999984479,0.139021188,39.11564626
subject_166_sub_rate_2,39.49749697,0.999999733,0.061317638,76.64399093
subject_166_sub_rate_4,35.45861494,0.999998814,0.100583963,67.93650794
subject_166_sub_rate_8,32.75255644,0.999994394,0.124141492,50.79365079
subject_169_cn_sigma_20,32.56896931,0.999992731,0.173020005,62.9478458
subject_169_cn_sigma_40,27.03529589,0.999903208,0.32155022,51.81405896
subject_169_cn_sigma_60,23.82012756,0.999675493,0.404583633,42.17687075
subject_169_cn_sigma_80,21.60206677,0.999357018,0.457412004,38.00453515
subject_169_gn_sigma_0.05,29.54042304,0.99999935,0.145625591,56.16780045
subject_169_gn_sigma_0.1,24.64919164,0.99999435,0.211752996,29.65986395
subject_169_gn_sigma_0.15,22.97629287,0.999990448,0.247460037,19.09297052
subject_169_gn_sigma_0.2,21.4058171,0.999984925,0.269785702,7.68707483
subject_169_jpeg_q_10,36.28712007,0.999998973,0.089882024,43.46938776
subject_169_jpeg_q_15,38.6602922,0.999999784,0.056673884,65.98639456
subject_169_jpeg_q_20,40.07596022,0.999999858,0.041908253,66.28117914
subject_169_jpeg_q_3,27.19485918,0.999951137,0.213013649,11.85941043
subject_169_qp_level_6,16.18900021,0.997301937,0.349683493,7.68707483
subject_169_qp_level_7,17.69284106,0.998311192,0.31661272,9.818594104
subject_169_qp_level_8,19.57114112,0.999799744,0.276355565,7.68707483
subject_169_qp_level_9,23.02831712,0.999993813,0.244908437,22.24489796
subject_169_qt_level_10,31.5769493,0.999999745,0.117240414,48.84353741
subject_169_qt_level_7,27.46511142,0.999999648,0.18112576,13.06122449
subject_169_qt_level_8,29.44436283,0.999999506,0.158907548,33.65079365
subject_169_qt_level_9,30.71695126,0.999999555,0.134927288,41.99546485
subject_169_simp_rate_0.05,30.89120403,0.999999956,0.098004147,50.79365079
subject_169_simp_rate_0.1,33.82349807,0.999999992,0.071604192,50.6122449
subject_169_simp_rate_0.2,35.09328893,0.999999994,0.046751831,66.19047619
subject_169_simp_rate_0.4,37.74297864,0.999999999,0.027214639,67.4829932
subject_169_sub_rate_16,33.09508487,0.999992844,0.102923982,21.13378685
subject_169_sub_rate_2,41.59016448,0.999999967,0.035877407,72.76643991
subject_169_sub_rate_4,38.24079512,0.999999565,0.072325081,62.9478458
subject_169_sub_rate_8,35.62898719,0.999997446,0.091754913,38.18594104
subject_171_cn_sigma_20,32.04348436,0.999996517,0.211211056,55.80498866
subject_171_cn_sigma_40,26.45959428,0.999984605,0.389765352,46.4399093
subject_171_cn_sigma_60,23.24242926,0.999967405,0.490929842,39.86394558
subject_171_cn_sigma_80,21.07803174,0.999928633,0.557649732,27.80045351
subject_171_gn_sigma_0.05,28.47848559,0.999997454,0.187579274,42.35827664
subject_171_gn_sigma_0.1,23.43090733,0.999975133,0.266489089,35.41950113
subject_171_gn_sigma_0.15,21.3781873,0.999956631,0.303000957,20.02267574
subject_171_gn_sigma_0.2,19.64553203,0.999941718,0.324362457,19.27437642
subject_171_jpeg_q_10,35.96378895,0.999999662,0.086844385,43.5600907
subject_171_jpeg_q_15,38.48967189,0.999999685,0.052871555,59.31972789
subject_171_jpeg_q_20,40.01712064,0.999999481,0.038379807,68.41269841
subject_171_jpeg_q_3,26.39526329,0.999840822,0.213367447,19.36507937
subject_171_qp_level_6,14.58990478,0.991155706,0.411819249,7.596371882
subject_171_qp_level_7,16.28422279,0.995318475,0.374179155,4.353741497
subject_171_qp_level_8,18.54220089,0.999574294,0.319173664,11.95011338
subject_171_qp_level_9,21.93934517,0.999972115,0.285198838,18.25396825
subject_171_qt_level_10,30.49049422,0.999999488,0.128254578,40.22675737
subject_171_qt_level_7,26.00373048,0.999999605,0.183766797,26.6893424
subject_171_qt_level_8,28.12682037,0.999995514,0.156436965,33.65079365
subject_171_qt_level_9,29.69724921,0.999999017,0.13839075,48.48072562
subject_171_simp_rate_0.05,30.48068006,0.999999817,0.114655383,43.46938776
subject_171_simp_rate_0.1,32.39406569,0.999999898,0.081615299,68.59410431
subject_171_simp_rate_0.2,34.47094907,0.999999994,0.054404922,64.87528345
subject_171_simp_rate_0.4,36.47970366,0.999999999,0.031422954,82.58503401
subject_171_sub_rate_16,31.72167708,0.999971272,0.073983893,30.68027211
subject_171_sub_rate_2,42.87799566,0.999999902,0.023876466,66.37188209
subject_171_sub_rate_4,38.77376528,0.999998749,0.047685307,75.07936508
subject_171_sub_rate_8,35.01501429,0.999991496,0.063004792,41.24716553
subject_173_cn_sigma_20,32.2665675,0.999999849,0.183408469,66.28117914
subject_173_cn_sigma_40,26.69444566,0.999999721,0.332490861,44.03628118
subject_173_cn_sigma_60,23.60592807,0.999994886,0.414750904,36.80272109
subject_173_cn_sigma_80,21.55607056,0.999962664,0.463649035,30.20408163
subject_173_gn_sigma_0.05,29.57666027,0.99999871,0.146570146,48.57142857
subject_173_gn_sigma_0.1,25.53516177,0.999994153,0.211445436,17.23356009
subject_173_gn_sigma_0.15,23.03350289,0.999990308,0.246433258,18.16326531
subject_173_gn_sigma_0.2,21.29564575,0.999991153,0.265936643,10.92970522
subject_173_jpeg_q_10,36.50025786,0.999999665,0.086157858,50.52154195
subject_173_jpeg_q_15,39.01252916,0.999999081,0.050949436,67.00680272
subject_173_jpeg_q_20,40.69665548,0.999999863,0.036671791,63.96825397
subject_173_jpeg_q_3,26.67092217,0.999931219,0.200374082,13.71882086
subject_173_qp_level_6,15.35352955,0.99003507,0.348935127,9.455782313
subject_173_qp_level_7,16.84953683,0.994966121,0.31589067,15.10204082
subject_173_qp_level_8,19.32890842,0.999481291,0.271760076,10.92970522
subject_173_qp_level_9,22.8779288,0.999984801,0.24206917,13.90022676
subject_173_qt_level_10,31.47495379,0.999999582,0.111531727,65.71428571
subject_173_qt_level_7,28.1377448,0.999998924,0.150588617,29.47845805
subject_173_qt_level_8,29.82168182,0.99999948,0.132291242,37.9138322
subject_173_qt_level_9,30.86363248,0.999999334,0.119584255,57.09750567
subject_173_simp_rate_0.05,31.23515368,0.999999664,0.106920771,35.30612245
subject_173_simp_rate_0.1,33.33907264,0.999999899,0.081528895,51.9047619
subject_173_simp_rate_0.2,35.1042995,0.999999982,0.054789811,66.19047619
subject_173_simp_rate_0.4,37.06848819,0.999999989,0.030504311,73.78684807
subject_173_sub_rate_16,33.97892688,0.999985468,0.071265966,32.63038549
subject_173_sub_rate_2,43.18168617,0.99999989,0.025953885,61.92743764
subject_173_sub_rate_4,39.51193541,0.999999286,0.050225586,54.03628118
subject_173_sub_rate_8,36.64230242,0.999995895,0.063054919,44.76190476
subject_187_cn_sigma_20,32.44176894,0.999998614,0.173258111,53.85487528
subject_187_cn_sigma_40,26.97390191,0.999998459,0.311487466,49.68253968
subject_187_cn_sigma_60,23.8487499,0.999990455,0.388378292,29.93197279
subject_187_cn_sigma_80,21.71025903,0.999961046,0.440268159,33.7414966
subject_187_gn_sigma_0.05,30.06895795,0.99999992,0.133456469,46.34920635
subject_187_gn_sigma_0.1,25.3769037,0.999999645,0.198402345,38.45804989
subject_187_gn_sigma_0.15,23.08517061,0.999997874,0.231639102,24.19501134
subject_187_gn_sigma_0.2,21.12759069,0.99999207,0.25120753,17.89115646
subject_187_jpeg_q_10,36.49194774,0.999999856,0.077065974,63.76417234
subject_187_jpeg_q_15,39.03832428,0.999999626,0.04661157,69.70521542
subject_187_jpeg_q_20,40.57872759,0.99999967,0.033914771,70.81632653
subject_187_jpeg_q_3,26.98279297,0.999966653,0.179082647,18.3446712
subject_187_qp_level_6,16.03444736,0.991680663,0.323644072,2.222222222
subject_187_qp_level_7,17.39402976,0.996666381,0.295330644,18.16326531
subject_187_qp_level_8,19.67609739,0.999878508,0.257159412,10
subject_187_qp_level_9,22.9819087,0.99999923,0.226556659,15.19274376
subject_187_qt_level_10,31.4080248,0.999999969,0.101280458,61.83673469
subject_187_qt_level_7,27.89714211,0.999999974,0.139234364,23.71882086
subject_187_qt_level_8,29.6635768,0.999999968,0.12216635,38.00453515
subject_187_qt_level_9,30.76686948,0.999999969,0.109443575,38.18594104
subject_187_simp_rate_0.05,31.17885706,0.999999994,0.10166353,45.41950113
subject_187_simp_rate_0.1,32.98855815,0.999999987,0.077493064,38.18594104
subject_187_simp_rate_0.2,34.74276618,0.999999992,0.052369349,49.41043084
subject_187_simp_rate_0.4,37.24060191,0.999999996,0.030035596,81.38321995
subject_187_sub_rate_16,33.62146676,0.999985844,0.069884844,31.79138322
subject_187_sub_rate_2,42.89705757,0.999999836,0.024374522,67.3015873
subject_187_sub_rate_4,39.06894568,0.99999903,0.047918633,53.49206349
subject_187_sub_rate_8,36.09316664,0.99999574,0.062387962,50.6122449
subject_199_cn_sigma_20,32.34652879,0.99999729,0.171744168,59.50113379
subject_199_cn_sigma_40,26.80410181,0.999979763,0.321319163,41.99546485
subject_199_cn_sigma_60,23.75022832,0.999927918,0.399349511,43.28798186
subject_199_cn_sigma_80,21.73531345,0.999802795,0.445539534,41.33786848
subject_199_gn_sigma_0.05,30.16042067,0.999999674,0.145220965,42.35827664
subject_199_gn_sigma_0.1,25.52424626,0.999997969,0.213791236,26.59863946
subject_199_gn_sigma_0.15,23.10285175,0.999996947,0.245010614,17.0521542
subject_199_gn_sigma_0.2,21.48651859,0.999997945,0.26567173,19.36507937
subject_199_jpeg_q_10,36.68534635,0.999999912,0.085293479,53.49206349
subject_199_jpeg_q_15,38.86664269,0.999999775,0.057293389,72.19954649
subject_199_jpeg_q_20,40.41579582,0.999999993,0.043547545,67.66439909
subject_199_jpeg_q_3,27.14902308,0.999949702,0.195933193,3.333333333
subject_199_qp_level_6,15.71335518,0.985804381,0.335745513,6.394557823
subject_199_qp_level_7,17.28024738,0.99371884,0.305432171,11.95011338
subject_199_qp_level_8,19.35105976,0.999516172,0.266773403,9.727891156
subject_199_qp_level_9,22.89916674,0.999996692,0.242163509,17.0521542
subject_199_qt_level_10,31.80678363,0.999999871,0.112834737,49.59183673
subject_199_qt_level_7,28.51147083,0.99999993,0.155645356,30.02267574
subject_199_qt_level_8,30.13201569,0.999999788,0.137063295,42.53968254
subject_199_qt_level_9,31.14521014,0.999999834,0.120869212,42.83446712
subject_199_simp_rate_0.05,31.61157458,0.999999948,0.103702649,41.15646259
subject_199_simp_rate_0.1,33.91400453,0.999999978,0.077224292,41.24716553
subject_199_simp_rate_0.2,35.81626905,0.999999982,0.049368832,49.95464853
subject_199_simp_rate_0.4,37.97426566,0.999999986,0.028127443,69.79591837
subject_199_sub_rate_16,34.40155372,0.999990478,0.07905376,32.72108844
subject_199_sub_rate_2,42.92044885,0.999999887,0.030631151,59.79591837
subject_199_sub_rate_4,39.49253302,0.999999457,0.058649443,66.09977324
subject_199_sub_rate_8,37.04973993,0.999997737,0.07165169,50.52154195
subject_209_cn_sigma_20,31.80730163,0.999997826,0.202114522,80.63492063
subject_209_cn_sigma_40,26.24615753,0.999979685,0.36654833,37.82312925
subject_209_cn_sigma_60,23.13887602,0.999952053,0.45494473,33.46938776
subject_209_cn_sigma_80,21.07626754,0.999926357,0.510384142,33.08390023
subject_209_gn_sigma_0.05,29.25193695,0.99999925,0.152671382,48.84353741
subject_209_gn_sigma_0.1,25.43115867,0.999992694,0.229003862,22.15419501
subject_209_gn_sigma_0.15,22.75337735,0.999985048,0.267985493,15.94104308
subject_209_gn_sigma_0.2,21.09988239,0.999987122,0.291545063,20.02267574
subject_209_jpeg_q_10,35.90271065,0.999999517,0.102239326,41.33786848
subject_209_jpeg_q_15,38.20753181,0.999999482,0.065590777,60.6122449
subject_209_jpeg_q_20,40.059235,0.999999954,0.045738321,69.52380952
subject_209_jpeg_q_3,26.60905206,0.999978966,0.229029402,8.888888889
subject_209_qp_level_6,15.28988491,0.992458464,0.377722502,10.74829932
subject_209_qp_level_7,16.71540293,0.99642996,0.343624622,8.344671202
subject_209_qp_level_8,18.78022825,0.999652783,0.296744436,22.42630385
subject_209_qp_level_9,22.40712374,0.999991866,0.266682118,21.58730159
subject_209_qt_level_10,31.23584104,0.999999734,0.122568473,59.04761905
subject_209_qt_level_7,27.50019525,0.999995153,0.179568425,27.61904762
subject_209_qt_level_8,29.34759343,0.999999301,0.154340073,39.02494331
subject_209_qt_level_9,30.53019978,0.999999746,0.134152845,59.88662132
subject_209_simp_rate_0.05,31.17231549,0.999999987,0.116655499,35.03401361
subject_209_simp_rate_0.1,32.53622588,0.999999979,0.089100704,48.57142857
subject_209_simp_rate_0.2,34.81038137,0.999999993,0.058155112,62.85714286
subject_209_simp_rate_0.4,36.55661149,0.999999994,0.034624573,67.3015873
subject_209_sub_rate_16,33.35544395,0.999989782,0.094320804,31.79138322
subject_209_sub_rate_2,42.09607276,0.999999902,0.032930419,68.68480726
subject_209_sub_rate_4,38.42241647,0.999999525,0.069614239,65.07936508
subject_209_sub_rate_8,35.86964596,0.999997087,0.085723832,51.72335601
subject_210_cn_sigma_20,31.87541355,0.999998907,0.211195379,64.14965986
subject_210_cn_sigma_40,26.34376292,0.999998454,0.375001758,47.46031746
subject_210_cn_sigma_60,23.24695542,0.999986674,0.46218437,43.10657596
subject_210_cn_sigma_80,21.19540815,0.999909941,0.517611444,37.25623583
subject_210_gn_sigma_0.05,29.51772924,0.999998208,0.16387406,41.33786848
subject_210_gn_sigma_0.1,24.62188465,0.999988066,0.238373205,22.60770975
subject_210_gn_sigma_0.15,21.78706404,0.999971188,0.277639359,22.42630385
subject_210_gn_sigma_0.2,20.41703752,0.999979818,0.297180831,10.92970522
subject_210_jpeg_q_10,36.04503952,0.999999422,0.100121394,55.69160998
subject_210_jpeg_q_15,38.24312559,0.999999729,0.071910307,37.25623583
subject_210_jpeg_q_20,39.88547707,1,0.051039625,64.6031746
subject_210_jpeg_q_3,27.29622401,0.999952184,0.204578727,6.666666667
subject_210_qp_level_6,14.15298064,0.987980643,0.389879495,12.78911565
subject_210_qp_level_7,16.02567926,0.995642875,0.350592017,4.444444444
subject_210_qp_level_8,18.28416203,0.999681587,0.305734336,15.10204082
subject_210_qp_level_9,22.14821622,0.999978431,0.27005741,14.1723356
subject_210_qt_level_10,31.0400322,0.999999302,0.124294899,56.82539683
subject_210_qt_level_7,27.46243491,0.999990825,0.177372828,31.13378685
subject_210_qt_level_8,29.04966081,0.999996989,0.152306885,39.29705215
subject_210_qt_level_9,30.45305637,0.999999171,0.133918524,50.70294785
subject_210_simp_rate_0.05,30.20194944,0.99999988,0.123987645,40.40816327
subject_210_simp_rate_0.1,32.43988253,0.999999901,0.093040757,58.20861678
subject_210_simp_rate_0.2,34.51642265,0.999999937,0.061345734,71.83673469
subject_210_simp_rate_0.4,37.02832069,0.99999996,0.036144692,68.32199546
subject_210_sub_rate_16,33.34015478,0.999981591,0.096526951,36.89342404
subject_210_sub_rate_2,42.28196654,0.99999978,0.036332004,58.86621315
subject_210_sub_rate_4,38.70997123,0.999998745,0.071765363,62.10884354
subject_210_sub_rate_8,35.93609871,0.999994289,0.087922931,38.00453515
subject_211_cn_sigma_20,32.39995752,0.999998377,0.203209087,56.55328798
subject_211_cn_sigma_40,26.76450215,0.999962483,0.331560463,42.35827664
subject_211_cn_sigma_60,23.65334808,0.999778033,0.397842884,40.58956916
subject_211_cn_sigma_80,21.62898268,0.999325201,0.436023325,30.58956916
subject_211_gn_sigma_0.05,33.37057969,0.999999991,0.054368164,72.10884354
subject_211_gn_sigma_0.1,29.9437827,0.999999908,0.111689135,42.92517007
subject_211_gn_sigma_0.15,28.27490209,0.999999727,0.152346134,26.50793651
subject_211_gn_sigma_0.2,26.55327391,0.999999887,0.176580369,24.73922902
subject_211_jpeg_q_10,36.51459419,0.999999823,0.113650277,47.27891156
subject_211_jpeg_q_15,38.47240659,0.999999566,0.089280389,52.47165533
subject_211_jpeg_q_20,40.1522744,0.999999246,0.066034682,65.07936508
subject_211_jpeg_q_3,27.84611316,0.999843159,0.180083394,15.01133787
subject_211_qp_level_6,18.42361777,0.998051533,0.297006935,2.222222222
subject_211_qp_level_7,20.63581332,0.999755227,0.260759503,4.353741497
subject_211_qp_level_8,23.90965091,0.999995185,0.211522758,12.97052154
subject_211_qp_level_9,27.94954779,0.99999978,0.151451945,31.70068027
subject_211_qt_level_10,34.43658031,0.99999999,0.040508062,54.69387755
subject_211_qt_level_7,30.66032678,0.999999968,0.124108285,33.7414966
subject_211_qt_level_8,32.21936621,0.999999961,0.081573762,40.22675737
subject_211_qt_level_9,33.47612355,0.999999995,0.052503608,62.01814059
subject_211_simp_rate_0.05,29.55016166,0.999999933,0.102677442,23.17460317
subject_211_simp_rate_0.1,31.36683569,0.999999973,0.082895882,41.33786848
subject_211_simp_rate_0.2,33.24175457,0.999999995,0.061975472,50.6122449
subject_211_simp_rate_0.4,34.88783983,0.999999989,0.039829817,71.92743764
subject_211_sub_rate_16,35.02243533,0.999996996,0.104586951,42.53968254
subject_211_sub_rate_2,42.38225854,0.999999979,0.053547643,62.10884354
